date,lat,long
2022-02-11 18:09:50.839597,40.87455,-82.216184
2022-02-11 18:09:50.839597,43.387268,-79.829425
2022-02-11 18:15:24.129742,43.172681,-79.906852
2022-02-11 18:22:55.295595,42.055881,-80.065202
2022-02-11 18:22:55.295595,41.46333,-81.490448
2022-02-11 18:22:55.295595,42.457253,-81.948399
2022-02-11 18:22:55.295595,43.196326,-79.875339
2022-02-11 18:24:57.313765,42.057089,-80.063022
2022-02-11 18:24:57.313765,41.137659,-81.637326
2022-02-11 18:24:57.313765,41.560728,-81.439384
2022-02-11 18:24:57.313765,41.387315,-82.540709
2022-02-11 18:27:59.851966,41.166614,-81.410213
2022-02-11 18:31:00.458086,41.139439,-81.637312
2022-02-11 18:31:00.458086,41.363881,-81.758789
2022-02-11 18:31:00.458086,41.100063,-82.493065
2022-02-11 18:34:01.147284,40.736196,-81.413749
2022-02-11 18:37:08.320728,41.321421,-81.724963
2022-02-11 18:37:08.320728,41.462353,-81.486468
2022-02-11 18:40:09.642428,41.51744,-81.519417
2022-02-11 18:40:09.642428,40.997669,-81.993951
2022-02-11 18:43:13.414873,41.158556,-80.657028
2022-02-11 18:43:13.414873,41.172743,-81.440384
2022-02-11 18:43:13.414873,40.997059,-82.005079
2022-02-16 21:51:37.202462,44.046418,-79.812083
2022-02-16 21:51:37.202462,41.450156,-81.656558
2022-02-16 21:51:37.202462,40.734551,-79.924184
2022-02-16 21:51:37.202462,41.114285,-81.347984
2022-02-16 21:51:37.202462,41.682397,-81.219396
2022-02-16 21:51:37.202462,41.018835,-80.662037
2022-02-16 21:51:37.202462,41.416956,-81.527599
2022-02-16 21:51:37.202462,40.853094,-82.262508
2022-02-16 21:51:37.202462,43.754086,-79.852186
2022-02-16 21:51:37.202462,40.958639,-81.459306
2022-02-16 21:51:37.202462,41.361459,-81.697032
2022-02-16 21:51:37.202462,41.590392,-81.459513
2022-02-16 21:51:37.202462,40.723886,-79.906901
2022-02-16 21:51:37.202462,41.464277,-81.536184
2022-02-16 21:51:37.202462,42.452232,-81.956162
2022-02-16 21:51:37.202462,43.410037,-80.540475
2022-02-16 21:51:37.202462,42.916193,-82.498669
2022-02-16 21:51:37.202462,41.590763,-81.45711
2022-02-16 21:51:37.202462,43.413511,-80.528567
2022-02-16 21:51:37.202462,41.662608,-81.263503
2022-02-16 21:51:37.202462,41.233147,-81.481314
2022-02-16 21:51:37.202462,41.613502,-81.42013
2022-02-16 21:54:37.747636,41.106107,-81.060954
2022-02-16 22:00:03.566492,43.365163,-80.315616
2022-02-16 22:00:03.566492,41.234205,-80.819936
2022-02-16 22:00:03.566492,41.737973,-81.248777
2022-02-16 22:03:04.013275,42.775268,-81.194863
2022-02-16 22:03:04.013275,41.219708,-81.342731
2022-02-16 22:07:06.297144,41.267731,-81.502606
2022-02-16 22:07:06.297144,42.844497,-81.282651
2022-02-16 22:08:06.644682,41.156533,-81.405588
2022-02-16 22:11:06.639898,41.480322,-81.663529
2022-04-20 00:00:29.877963,41.365076,-81.772624
2022-04-20 00:00:29.877963,43.79845,-79.912288
2022-04-20 00:00:29.877963,41.518229,-81.660499
2022-04-20 00:00:29.877963,43.484647,-80.500642
2022-04-20 00:00:29.877963,42.943141,-81.124539
2022-04-20 00:00:29.877963,43.486194,-80.501645
2022-04-20 00:00:29.877963,41.267729,-81.50283
2022-04-20 00:26:11.641611,43.819203,-79.9404
2022-04-20 00:26:11.641611,41.273531,-81.354867
2022-04-20 00:28:05.366365,43.200307,-79.840069
2022-04-20 00:36:17.261299,41.274663,-81.62803
2022-04-20 00:37:17.749297,43.801627,-79.916601
2022-04-20 01:59:10.484478,41.118768,-80.797424
2022-04-20 01:59:10.484478,40.869481,-81.430204
2022-04-20 01:59:10.484478,41.46455,-82.01021
2022-04-20 01:59:10.484478,42.067459,-80.0443
2022-04-20 01:59:10.484478,42.899323,-82.506396
2022-04-20 01:59:10.484478,43.414425,-80.321369
2022-04-20 01:59:10.484478,43.408908,-80.391058
2022-04-20 02:00:11.133938,41.118768,-80.797424
2022-04-20 02:00:11.133938,40.869481,-81.430204
2022-04-20 02:00:11.133938,41.46455,-82.01021
2022-04-20 02:00:11.133938,42.067459,-80.0443
2022-04-20 02:00:11.133938,42.899323,-82.506396
2022-04-20 02:00:11.133938,43.414425,-80.321369
2022-04-20 02:50:11.133938,43.408908,-80.391058
2022-04-20 03:14:33.638727,31.604469,-81.906341
2022-04-20 03:14:33.638727,40.951074,-82.074511
2022-04-20 03:14:33.638727,38.043419,-81.122382
2022-04-20 03:16:34.477315,41.119448,-80.794932
2022-04-22 10:37:43.196189,43.69731,-79.442711
2022-04-22 10:37:43.196189,44.648243,-79.418625
2022-04-22 10:37:43.196189,43.919216,-79.572186
2022-04-22 10:37:43.196189,43.675919,-79.360417
2022-04-22 10:37:43.196189,43.426837,-79.807023
2022-04-22 10:37:43.196189,43.637926,-79.40214
2022-04-22 10:37:43.196189,43.542559,-79.69104
2022-04-22 10:37:43.196189,44.651958,-79.417577
2022-04-22 10:37:43.196189,43.707195,-79.304843
2022-04-22 10:37:43.196189,43.670072,-79.582363
2022-04-22 10:37:43.196189,43.725792,-79.708012
